Date,Modality,FirstImageTime,ImagesPerSecond
2021-11-24 10:23:49,MG,0.19,12.52
2021-11-24 10:23:49,CR,0.15,29.52
2021-11-24 10:23:53,CT,0.31,496.02
2021-11-24 10:23:53,MG,0.18,12.99
2021-11-24 10:23:53,US,0.33,89.05
2021-11-24 10:23:54,MR,0.26,169.89
2021-11-24 10:23:54,MR,0.13,417.57
2021-11-24 10:23:56,CR,0.15,31.07
2021-11-24 10:23:58,US,0.37,85.5
2021-11-24 10:23:59,CT,0.16,643.07
2021-11-24 10:24:06,CR,0.15,17.62
2021-11-24 10:24:09,CR,0.15,29.42
2021-11-24 10:24:15,MG,0.31,6.88
2021-11-24 10:24:15,MG,0.4,7.05
2021-11-24 10:24:17,US,0.16,147.92
2021-11-24 10:24:17,MG,0.18,9.06
2021-11-24 10:24:17,US,0.19,131.69
2021-11-24 10:24:20,MR,0.13,845.52
2021-11-24 10:24:20,CT,0.15,684.37
2021-11-24 10:24:20,CR,0.16,29.77
2021-11-24 10:24:29,MG,0.19,12.59
2021-11-24 10:24:32,MG,0.3,7.08

2021-11-24 10:24:39,CR,0.17,15.25
2021-11-24 10:24:43,US,0.29,90.13
2021-11-24 10:24:45,CR,0.28,15.66
2021-11-24 10:24:48,MR,0.12,569.94
2021-11-24 10:24:49,CR,0.26,10.82
2021-11-24 10:24:49,MR,0.16,366.77
2021-11-24 10:24:51,CR,0.17,22.28
2021-11-24 10:24:54,MR,0.27,182.79
2021-11-24 10:24:55,US,0.39,88.34
2021-11-24 10:24:56,CR,0.17,25.39
2021-11-24 10:24:58,US,0.16,143.53
2021-11-24 10:25:03,MG,0.22,12.1
2021-11-24 10:25:04,CR,0.18,22.13
2021-11-24 10:25:05,CT,0.16,642.45
2021-11-24 10:25:05,CT,0.17,826.63
2021-11-24 10:25:05,CT,0.21,272.99
2021-11-24 10:25:06,CR,0.28,14.92
2021-11-24 10:25:10,CR,0.28,14.05
2021-11-24 10:25:14,CT,0.17,683.58
2021-11-24 10:25:16,US,0.15,279.9
2021-11-24 10:25:18,MG,0.37,11.11
2021-11-24 10:25:20,CR,0.15,16.52
2021-11-24 10:25:30,CT,0.19,775.76
2021-11-24 10:25:31,CR,0.16,20.86
2021-11-24 10:25:34,CT,0.16,637.84
2021-11-24 10:25:40,MG,0.34,10.35
2021-11-24 10:25:43,CR,0.16,16.81
2021-11-24 10:25:47,US,0.29,92.61
2021-11-24 10:25:47,CR,0.3,14.67
2021-11-24 10:25:49,MR,0.65,290.94
2021-11-24 10:25:51,CR,0.35,11.34
2021-11-24 10:25:52,MG,0.48,5.08
2021-11-24 10:25:54,CR,0.28,11.54
2021-11-24 10:25:54,MG,0.24,11.68
2021-11-24 10:25:55,MR,0.15,617.78
2021-11-24 10:25:55,MG,0.19,10.19
2021-11-24 10:25:56,MR,0.13,426.85
2021-11-24 10:25:58,CR,0.31,12.12
2021-11-24 10:26:00,MR,0.13,359.85
2021-11-24 10:26:03,CR,0.16,27.33
2021-11-24 10:26:05,CR,0.27,9.5
2021-11-24 10:26:09,MR,0.28,209.76
2021-11-24 10:26:10,CT,0.16,696.16
2021-11-24 10:26:10,CT,0.17,609.5
2021-11-24 10:26:12,CT,0.12,212.71
2021-11-24 10:26:13,CR,0.17,20.09
2021-11-24 10:26:14,CR,0.23,15.33
2021-11-24 10:26:14,CT,0.16,669.65
2021-11-24 10:26:15,MG,0.31,7.46
2021-11-24 10:26:15,CT,0.19,513.03
2021-11-24 10:26:16,CT,0.33,265.66
2021-11-24 10:26:18,CT,0.17,693.29
2021-11-24 10:26:22,US,0.15,244.65
2021-11-24 10:26:24,MG,0.2,11.08
2021-11-24 10:26:24,CR,0.26,13.63
2021-11-24 10:26:28,MR,0.14,313.28
2021-11-24 10:26:31,CT,0.15,294.13
2021-11-24 10:26:32,US,0.16,135.18
2021-11-24 10:26:32,US,0.29,140.87
2021-11-24 10:26:34,CR,0.17,28.01
2021-11-24 10:26:37,MG,0.26,11.92
2021-11-24 10:26:37,MR,0.14,429.8
2021-11-24 10:26:45,US,0.29,87.25
2021-11-24 10:26:45,MG,0.2,10.76
2021-11-24 10:26:47,CR,0.2,20.75
2021-11-24 10:26:54,CT,0.32,325.7
2021-11-24 10:26:55,CR,0.15,30.18
2021-11-24 10:26:57,MG,0.25,11.47
2021-11-24 10:26:58,US,0.3,131.91
2021-11-24 10:27:07,CT,0.31,258.76
2021-11-24 10:27:09,US,0.32,135.34
2021-11-24 10:27:11,CR,0.16,14.92
2021-11-24 10:27:13,CT,0.12,410.24
2021-11-24 10:27:15,CR,0.3,10.04
2021-11-24 10:27:18,CR,0.2,19.63
2021-11-24 10:27:18,CR,0.51,9.72
2021-11-24 10:27:20,CR,1.2,15.07
2021-11-24 10:27:21,US,0.82,109.84
2021-11-24 10:27:22,MG,0.34,10.07
2021-11-24 10:27:22,MR,0.12,656.41
2021-11-24 10:27:24,CT,0.43,452.78
2021-11-24 10:27:28,CR,0.31,2.47
2021-11-24 10:27:29,MR,7.21,92.16
2021-11-24 10:27:32,US,0.31,139.37
2021-11-24 10:27:35,MG,0.51,8.18
2021-11-24 10:27:36,MG,0.2,10.64
2021-11-24 10:27:38,CR,0.3,12.81
2021-11-24 10:27:39,CR,0.31,12.71
2021-11-24 10:27:39,MG,0.19,11.74
2021-11-24 10:27:41,CR,0.16,30.42
2021-11-24 10:27:41,CT,0.18,418.84
2021-11-24 10:27:42,MR,0.16,364.77
2021-11-24 10:27:43,MG,0.33,5.42
2021-11-24 10:27:44,CR,0.3,11.87
2021-11-24 10:27:48,CR,0.3,14.64
2021-11-24 10:27:54,CT,0.32,381.55
2021-11-24 10:27:57,MR,0.15,529.69
2021-11-24 10:27:58,MR,0.32,165.35
2021-11-24 10:27:58,CR,0.15,27.58
2021-11-24 10:28:01,CT,0.16,424.8
2021-11-24 10:28:07,CT,0.11,165.33
2021-11-24 10:28:08,CR,0.15,24.87
2021-11-24 10:28:11,CR,0.29,11.64
2021-11-24 10:28:14,CR,0.32,13.39
2021-11-24 10:28:14,US,0.31,142.0
2021-11-24 10:28:15,CR,0.15,27.16
2021-11-24 10:28:18,CR,0.16,26.96
2021-11-24 10:28:19,CR,0.35,14.26
2021-11-24 10:28:20,MR,0.3,206.31
2021-11-24 10:28:24,US,0.87,233.44
2021-11-24 10:28:27,CR,0.16,20.73
2021-11-24 10:28:30,MG,0.19,9.82
2021-11-24 10:28:37,CT,0.85,515.18
2021-11-24 10:28:39,US,0.15,308.37
2021-11-24 10:28:40,CR,0.15,27.09
2021-11-24 10:28:40,MG,0.21,12.61
2021-11-24 10:28:41,MG,0.19,11.08
2021-11-24 10:28:42,CR,0.15,29.89
2021-11-24 10:28:42,CR,0.15,27.97
2021-11-24 10:28:42,CR,0.26,12.54
2021-11-24 10:28:44,CR,0.16,27.28
2021-11-24 10:28:53,CT,0.31,348.31
2021-11-24 10:29:01,MR,0.29,226.23
2021-11-24 10:29:03,CT,0.18,533.79
2021-11-24 10:29:03,US,0.16,172.47
2021-11-24 10:29:04,MG,0.34,5.93
2021-11-24 10:29:06,MR,0.11,458.68
2021-11-24 10:29:06,CT,0.19,575.85
2021-11-24 10:29:08,CR,0.15,26.43
2021-11-24 10:29:10,US,0.15,156.87
2021-11-24 10:29:13,CR,0.37,13.81
2021-11-24 10:29:13,MG,0.22,11.36
2021-11-24 10:29:13,CT,0.13,562.11
2021-11-24 10:29:16,CR,0.15,28.48
2021-11-24 10:29:17,CR,0.26,13.91
2021-11-24 10:29:19,CR,0.28,12.65
2021-11-24 10:29:20,US,0.18,231.13
2021-11-24 10:29:20,MR,0.15,474.01
2021-11-24 10:29:22,CT,0.18,495.81
2021-11-24 10:29:23,MG,0.34,2.77
2021-11-24 10:29:23,CR,0.15,16.37
2021-11-24 10:29:25,CR,0.31,12.22
2021-11-24 10:29:33,CR,0.33,11.37
2021-11-24 10:29:34,CR,0.16,17.75
2021-11-24 10:29:36,CR,0.33,13.04
2021-11-24 10:29:39,MG,0.18,10.68
2021-11-24 10:29:39,CR,0.18,31.68
2021-11-24 10:29:41,CT,0.16,644.17
2021-11-24 10:29:43,US,0.15,303.26
2021-11-24 10:29:44,CR,0.16,26.76
2021-11-24 10:29:44,MG,0.19,13.15
2021-11-24 10:29:47,US,0.41,78.95
2021-11-24 10:29:48,CR,0.16,29.51
2021-11-24 10:29:52,MG,0.2,9.98
2021-11-24 10:29:52,CR,0.15,31.32
2021-11-24 10:29:56,CR,0.18,21.02
2021-11-24 10:29:57,MR,0.13,384.38
2021-11-24 10:30:01,CR,0.15,28.98
2021-11-24 10:30:02,US,0.16,167.96
2021-11-24 10:30:05,US,0.15,259.59
2021-11-24 10:30:07,CT,0.37,357.38
2021-11-24 10:30:07,US,0.2,174.47
2021-11-24 10:30:07,CT,0.18,655.13
2021-11-24 10:30:09,CR,0.18,29.16
2021-11-24 10:30:10,CT,0.17,702.32
2021-11-24 10:30:10,MR,0.29,173.99
2021-11-24 10:30:22,CR,0.26,13.63
2021-11-24 10:30:22,CT,0.21,118.05
2021-11-24 10:30:30,MR,0.18,345.18
2021-11-24 10:30:30,MG,0.19,12.84
2021-11-24 10:30:30,MG,0.44,6.29
2021-11-24 10:30:33,CT,0.35,374.92
2021-11-24 10:30:34,MG,0.21,10.4
2021-11-24 10:30:38,CT,0.31,257.41
2021-11-24 10:30:41,US,0.34,282.06
2021-11-24 10:30:41,CR,0.17,27.27
2021-11-24 10:30:43,MG,0.2,14.37
2021-11-24 10:30:45,CT,0.17,639.02
2021-11-24 10:30:45,US,0.18,156.14
2021-11-24 10:30:47,CR,0.49,8.62
2021-11-24 10:30:47,MG,0.51,5.57
2021-11-24 10:30:48,US,0.15,223.59
2021-11-24 10:30:49,CR,0.15,27.73
2021-11-24 10:30:50,MG,0.34,10.88
2021-11-24 10:30:54,CR,0.16,26.13
2021-11-24 10:30:54,CR,0.17,30.42
2021-11-24 10:30:57,CR,0.16,22.91
2021-11-24 10:30:58,CR,0.15,29.31
2021-11-24 10:30:58,MG,0.41,5.43
2021-11-24 10:30:58,CR,0.15,30.32
2021-11-24 10:30:59,CR,0.19,16.18
2021-11-24 10:31:00,CR,0.16,22.2
2021-11-24 10:31:02,CT,0.17,492.6
2021-11-24 10:31:03,CR,0.15,25.71
2021-11-24 10:31:04,CT,0.18,515.66
2021-11-24 10:31:06,CR,0.16,13.51
2021-11-24 10:31:07,CR,0.31,12.8
2021-11-24 10:31:08,CT,0.11,217.17
2021-11-24 10:31:13,MR,0.19,436.91
2021-11-24 10:31:17,US,0.16,290.06
2021-11-24 10:31:21,US,0.15,305.33
2021-11-24 10:31:21,CR,0.15,29.81
2021-11-24 10:31:23,US,0.31,86.71
2021-11-24 10:31:26,MR,0.19,426.31
2021-11-24 10:31:35,US,0.23,62.89
2021-11-24 10:31:35,MR,0.17,332.02
2021-11-24 10:31:37,CR,0.3,9.46
2021-11-24 10:31:39,CR,0.27,12.06
2021-11-24 10:31:39,MG,0.21,12.47
2021-11-24 10:31:39,CT,0.18,708.18
2021-11-24 10:31:39,CT,0.16,665.55
2021-11-24 10:31:40,CR,0.15,27.42
2021-11-24 10:31:42,MG,0.18,12.12
2021-11-24 10:31:45,CR,0.16,23.67
2021-11-24 10:31:46,CR,0.15,29.32
2021-11-24 10:31:51,MR,0.27,265.56
2021-11-24 10:31:54,US,0.16,138.78
2021-11-24 10:31:55,CR,0.15,28.73
2021-11-24 10:32:04,US,0.15,268.25
2021-11-24 10:32:05,CR,0.17,21.42
2021-11-24 10:32:06,CT,0.16,500.78
2021-11-24 10:32:09,MR,0.28,266.25
2021-11-24 10:32:11,CR,0.16,30.77
2021-11-24 10:32:18,CR,0.16,24.46
2021-11-24 10:32:19,CR,0.22,19.36
2021-11-24 10:32:20,CT,0.19,402.69
2021-11-24 10:32:22,CR,0.27,11.54
2021-11-24 10:32:22,CR,0.17,26.55
2021-11-24 10:32:23,CT,0.18,478.97
2021-11-24 10:32:24,CR,0.24,13.87
2021-11-24 10:32:25,CR,0.18,15.31
2021-11-24 10:32:26,US,0.32,136.0
2021-11-24 10:32:28,CR,0.2,22.17
2021-11-24 10:32:29,US,0.32,164.91
2021-11-24 10:32:29,US,0.21,229.05
2021-11-24 10:32:30,MR,0.17,977.36
2021-11-24 10:32:31,MG,0.21,10.94
2021-11-24 10:32:31,CR,0.17,23.56
2021-11-24 10:32:32,US,0.17,292.44
2021-11-24 10:32:34,CT,0.3,477.25
2021-11-24 10:32:35,MG,0.2,11.57
2021-11-24 10:32:37,CR,0.25,15.31
2021-11-24 10:32:38,MG,0.36,6.42
2021-11-24 10:32:45,CT,0.17,643.76
2021-11-24 10:32:46,CR,0.2,30.02
2021-11-24 10:32:46,CT,0.18,572.36
2021-11-24 10:32:47,CR,0.16,24.82
2021-11-24 10:32:49,MG,0.33,6.22
2021-11-24 10:33:01,CR,0.31,12.83
2021-11-24 10:33:04,MG,0.19,10.59
2021-11-24 10:33:04,US,0.34,91.47
2021-11-24 10:33:06,US,0.28,90.07
2021-11-24 10:33:07,CR,0.16,22.63
2021-11-24 10:33:08,CT,0.16,569.06
2021-11-24 10:33:08,CR,0.16,24.83
2021-11-24 10:33:11,CT,0.19,627.31
2021-11-24 10:33:11,MG,0.21,10.79
2021-11-24 10:33:11,CT,0.16,828.52
2021-11-24 10:33:17,US,0.31,84.72
2021-11-24 10:33:18,CR,0.15,30.47
2021-11-24 10:33:21,CT,0.16,442.6
2021-11-24 10:33:21,CR,0.15,27.1
2021-11-24 10:33:26,MG,0.18,11.68
2021-11-24 10:33:26,MG,0.19,12.21
2021-11-24 10:33:29,CR,0.16,29.57
2021-11-24 10:33:30,US,0.15,313.89
2021-11-24 10:33:31,CR,0.43,12.53
2021-11-24 10:33:32,CR,0.4,11.68
2021-11-24 10:33:34,CR,0.15,25.96
2021-11-24 10:33:35,CT,0.11,518.43
2021-11-24 10:33:42,CR,0.16,26.55
2021-11-24 10:33:43,US,0.34,216.05
2021-11-24 10:33:47,CR,0.31,11.59
2021-11-24 10:33:48,MR,0.14,462.72
2021-11-24 10:33:48,CR,0.18,27.38
2021-11-24 10:33:51,CT,0.17,609.33
2021-11-24 10:33:53,CT,0.17,763.63
2021-11-24 10:33:54,CR,0.15,30.31
2021-11-24 10:33:54,CR,0.27,14.68
2021-11-24 10:33:56,CT,0.16,669.68
2021-11-24 10:33:56,MG,0.36,6.81
2021-11-24 10:33:58,US,0.16,96.36
2021-11-24 10:34:01,US,0.37,69.26
2021-11-24 10:34:01,CR,0.15,30.04
2021-11-24 10:34:07,MG,0.31,6.03
2021-11-24 10:34:07,CR,0.15,25.21
2021-11-24 10:34:10,CR,0.15,27.23
2021-11-24 10:34:11,CR,0.16,25.53
2021-11-24 10:34:12,CT,0.34,409.1
2021-11-24 10:34:12,US,0.19,286.1
2021-11-24 10:34:13,CR,0.16,25.61
2021-11-24 10:34:14,CR,0.15,24.49
2021-11-24 10:34:19,CT,0.2,433.37
2021-11-24 10:34:22,CT,0.13,725.35
2021-11-24 10:34:26,US,0.16,266.59
2021-11-24 10:34:27,CR,0.15,28.03
2021-11-24 10:34:31,CR,0.14,27.06
2021-11-24 10:34:33,US,0.32,52.76
2021-11-24 10:34:33,MG,0.33,6.39
2021-11-24 10:34:38,CT,0.16,820.49
2021-11-24 10:34:38,CR,0.15,26.87
2021-11-24 10:34:44,CT,0.16,437.21
2021-11-24 10:34:46,CT,0.17,680.4
2021-11-24 10:34:46,CR,0.29,12.38
2021-11-24 10:34:46,MG,0.18,11.46
2021-11-24 10:34:48,CR,0.18,18.06
2021-11-24 10:34:51,US,0.31,94.48
2021-11-24 10:34:52,MG,0.25,12.77
2021-11-24 10:34:55,MR,0.12,558.2
2021-11-24 10:34:56,CR,0.29,11.9

2021-11-24 10:34:58,US,0.17,93.12
2021-11-24 10:34:59,CR,0.15,29.11
2021-11-24 10:35:01,MG,0.31,5.88
2021-11-24 10:35:03,CR,0.16,27.87
2021-11-24 10:35:07,CR,0.3,11.17
2021-11-24 10:35:07,CR,0.25,12.97
2021-11-24 10:35:07,MR,0.16,508.48
2021-11-24 10:35:11,CR,0.33,12.72
2021-11-24 10:35:13,CR,0.3,11.64
2021-11-24 10:35:16,MG,0.19,12.38
2021-11-24 10:35:19,US,0.18,248.48
2021-11-24 10:35:20,CT,0.12,643.86
2021-11-24 10:35:20,US,0.33,139.23
2021-11-24 10:35:26,CT,0.16,789.1
2021-11-24 10:35:28,CT,0.16,673.73
2021-11-24 10:35:31,CR,0.18,21.78
2021-11-24 10:35:32,MR,0.33,197.83
2021-11-24 10:35:33,CR,0.19,23.8
2021-11-24 10:35:34,CR,0.2,18.01
2021-11-24 10:35:34,MG,0.22,11.52
2021-11-24 10:35:36,US,0.19,255.41
2021-11-24 10:35:37,CR,0.3,12.18
2021-11-24 10:35:38,CR,0.3,8.15
2021-11-24 10:35:47,CR,0.15,26.26
2021-11-24 10:35:50,CR,0.16,26.2
2021-11-24 10:35:51,CR,0.2,25.05
2021-11-24 10:35:52,MG,0.22,11.99
2021-11-24 10:35:54,CT,0.22,484.93
2021-11-24 10:35:54,CT,0.16,671.64
2021-11-24 10:35:54,MG,0.2,12.08
2021-11-24 10:35:56,US,0.14,305.51
2021-11-24 10:35:56,CR,0.15,24.91
2021-11-24 10:35:58,CT,0.29,329.13
2021-11-24 10:35:58,MR,0.39,175.09
2021-11-24 10:35:59,CR,0.15,30.43
2021-11-24 10:36:02,CR,0.3,12.54
2021-11-24 10:36:02,CR,0.15,28.8
2021-11-24 10:36:03,MG,0.21,11.02
2021-11-24 10:36:09,MG,0.2,13.14
2021-11-24 10:36:10,CR,0.15,28.18
2021-11-24 10:36:12,MR,0.11,576.39
2021-11-24 10:36:13,CR,0.16,26.6
2021-11-24 10:36:21,US,0.15,263.66
2021-11-24 10:36:22,CT,0.16,382.54
2021-11-24 10:36:23,MG,0.18,12.04
2021-11-24 10:36:26,CR,0.18,25.33
2021-11-24 10:36:29,CR,0.16,16.42
2021-11-24 10:36:29,CT,0.27,694.98
2021-11-24 10:36:29,US,0.23,113.29
2021-11-24 10:36:30,CT,0.14,509.22
2021-11-24 10:36:31,CR,0.27,27.03
2021-11-24 10:36:32,US,0.17,141.47
2021-11-24 10:36:32,CR,0.23,15.82
2021-11-24 10:36:37,CR,0.25,15.98
2021-11-24 10:36:37,US,0.29,142.29
2021-11-24 10:36:37,MG,1.58,8.49
2021-11-24 10:36:43,US,0.59,75.74
2021-11-24 10:36:50,CR,0.25,11.91
2021-11-24 10:36:52,MG,0.18,5.03
2021-11-24 10:36:54,CR,0.15,31.11
2021-11-24 10:36:56,MR,0.17,418.17
2021-11-24 10:36:57,CR,0.27,11.84
2021-11-24 10:36:58,CR,0.23,16.4
2021-11-24 10:37:03,US,0.37,90.7
2021-11-24 10:37:04,MR,0.17,463.33
2021-11-24 10:37:05,US,0.39,63.93
2021-11-24 10:37:06,CT,0.32,312.12
2021-11-24 10:37:07,CR,0.15,29.68
2021-11-24 10:37:11,CR,0.29,12.68
2021-11-24 10:37:12,MG,0.28,5.83
2021-11-24 10:37:12,CR,0.16,26.93
2021-11-24 10:37:15,MR,0.14,525.35
2021-11-24 10:37:18,CT,0.12,575.49
2021-11-24 10:37:21,CR,0.31,11.46
2021-11-24 10:37:22,US,0.36,70.71
2021-11-24 10:37:22,CT,0.13,726.78
2021-11-24 10:37:24,US,0.16,119.52
2021-11-24 10:37:26,US,0.16,172.91
2021-11-24 10:37:27,CR,0.31,12.16
2021-11-24 10:37:27,CT,0.19,654.92
2021-11-24 10:37:32,US,0.33,161.82
2021-11-24 10:37:34,CT,0.28,363.7
2021-11-24 10:37:36,MG,0.36,6.29
2021-11-24 10:37:36,CR,0.3,11.57
2021-11-24 10:37:39,MR,0.14,441.31
2021-11-24 10:37:46,CT,0.17,578.4
2021-11-24 10:37:48,CR,0.15,26.47
2021-11-24 10:37:50,CR,0.28,11.46
2021-11-24 10:37:53,MR,0.24,310.61
2021-11-24 10:37:55,US,0.24,143.95
2021-11-24 10:37:55,CR,0.16,25.43
2021-11-24 10:37:56,CR,0.15,27.15
2021-11-24 10:37:57,CR,0.16,26.89
2021-11-24 10:37:58,US,0.17,247.0
2021-11-24 10:37:59,US,0.35,86.45
2021-11-24 10:38:02,MG,0.18,12.29
2021-11-24 10:38:09,CR,0.28,12.62
2021-11-24 10:38:10,CR,0.27,11.2
2021-11-24 10:38:12,US,0.15,241.67
2021-11-24 10:38:15,US,0.18,271.71
2021-11-24 10:38:17,CT,0.23,297.28
2021-11-24 10:38:17,US,0.24,255.91
2021-11-24 10:38:18,CR,0.17,21.73
2021-11-24 10:38:20,CT,0.16,725.34
2021-11-24 10:38:22,CR,0.15,29.19
2021-11-24 10:38:23,CR,0.17,20.47
2021-11-24 10:38:26,CT,0.35,305.54
2021-11-24 10:38:27,CT,0.2,563.05
2021-11-24 10:38:32,CR,0.25,12.44
2021-11-24 10:38:32,MG,0.41,6.86
2021-11-24 10:38:33,MR,0.28,246.54
2021-11-24 10:38:35,CR,0.18,24.93
2021-11-24 10:38:36,MR,0.18,541.55
2021-11-24 10:38:36,US,0.17,175.79
2021-11-24 10:38:36,CR,0.15,29.32
2021-11-24 10:38:41,MR,0.16,480.08
2021-11-24 10:38:43,CR,0.15,24.83
2021-11-24 10:38:45,CR,0.18,23.49
2021-11-24 10:38:46,US,0.42,177.16
2021-11-24 10:38:48,CT,0.23,289.78
2021-11-24 10:38:51,CR,0.15,30.78
2021-11-24 10:38:56,CR,0.17,27.91
2021-11-24 10:38:59,CR,0.3,13.11
2021-11-24 10:38:59,CR,0.15,24.44
2021-11-24 10:39:00,CR,0.15,31.94
2021-11-24 10:39:01,CT,0.17,423.12
2021-11-24 10:39:13,CT,0.12,484.37
2021-11-24 10:39:14,CR,0.15,30.46
2021-11-24 10:39:17,US,0.15,211.34
2021-11-24 10:39:17,MG,0.23,3.63
2021-11-24 10:39:18,CT,0.29,305.22
2021-11-24 10:39:19,CR,0.27,12.25
2021-11-24 10:39:20,CT,0.18,865.28
2021-11-24 10:39:20,CR,0.31,11.46
2021-11-24 10:39:21,CR,0.33,10.89
2021-11-24 10:39:21,CR,0.16,23.23
2021-11-24 10:39:22,CT,0.19,673.28
2021-11-24 10:39:23,CR,0.33,6.95
2021-11-24 10:39:28,CR,1.27,12.47
2021-11-24 10:39:34,CR,0.18,22.2
2021-11-24 10:39:34,CT,0.16,707.28
2021-11-24 10:39:35,CR,0.17,26.07
2021-11-24 10:39:36,CR,0.15,26.84
2021-11-24 10:39:38,CT,0.16,504.69
2021-11-24 10:39:44,CR,0.3,13.27
2021-11-24 10:39:44,CT,0.16,710.28
2021-11-24 10:39:46,CR,0.21,18.98
2021-11-24 10:39:48,MR,0.13,434.54
2021-11-24 10:39:48,US,0.19,137.9
2021-11-24 10:39:49,MG,0.21,7.69
2021-11-24 10:39:54,CR,0.34,8.63
2021-11-24 10:39:56,CR,0.31,6.52
2021-11-24 10:39:57,US,0.15,281.84
2021-11-24 10:39:59,CR,0.16,28.53
2021-11-24 10:40:02,MG,0.2,12.6
2021-11-24 10:40:02,US,0.17,228.39
2021-11-24 10:40:03,CT,0.37,252.55
2021-11-24 10:40:03,CT,0.2,608.52
2021-11-24 10:40:04,CT,0.18,564.04
2021-11-24 10:40:07,MR,0.16,729.97
2021-11-24 10:40:08,CR,0.28,12.25
2021-11-24 10:40:09,US,0.19,39.32
2021-11-24 10:40:10,MR,0.13,314.35
2021-11-24 10:40:12,CT,0.16,551.5
2021-11-24 10:40:16,CT,0.31,224.24
2021-11-24 10:40:21,MG,0.18,11.85
2021-11-24 10:40:21,MR,0.15,388.05
2021-11-24 10:40:23,CR,0.18,27.64
2021-11-24 10:40:23,CR,0.17,26.62
2021-11-24 10:40:24,CR,0.16,30.33
2021-11-24 10:40:26,MG,0.19,13.77
2021-11-24 10:40:28,MG,0.2,9.27
2021-11-24 10:40:30,MR,0.15,393.78
2021-11-24 10:40:30,US,0.29,147.48
2021-11-24 10:40:36,CT,0.33,350.1
2021-11-24 10:40:39,CR,0.15,25.44
2021-11-24 10:40:42,CT,0.24,310.53
2021-11-24 10:40:43,CR,0.15,26.39
2021-11-24 10:40:45,CR,0.17,27.02
2021-11-24 10:40:45,CT,0.16,641.5
2021-11-24 10:40:50,MR,0.45,218.12
2021-11-24 10:40:50,CT,0.32,293.21
2021-11-24 10:40:51,CR,0.34,12.73
2021-11-24 10:40:51,CT,0.22,168.16
2021-11-24 10:40:51,MG,0.26,10.67
2021-11-24 10:40:51,CT,0.54,385.57
2021-11-24 10:40:52,MR,0.25,283.17
2021-11-24 10:40:54,MG,0.3,6.5
2021-11-24 10:40:54,CT,0.18,507.13
2021-11-24 10:40:57,US,0.35,43.91
2021-11-24 10:40:58,CR,0.16,25.13
2021-11-24 10:40:59,US,0.16,161.26
2021-11-24 10:41:00,CR,0.32,11.17
2021-11-24 10:41:01,US,0.15,154.3
2021-11-24 10:41:07,MR,0.23,305.23
2021-11-24 10:41:08,CR,0.29,12.8
2021-11-24 10:41:10,US,0.15,147.79
2021-11-24 10:41:18,CR,0.27,14.0
2021-11-24 10:41:18,CR,0.3,12.7
2021-11-24 10:41:18,MG,0.22,11.62
2021-11-24 10:41:18,US,0.16,176.39
2021-11-24 10:41:19,CR,0.16,29.36
2021-11-24 10:41:20,CR,0.15,29.18
2021-11-24 10:41:22,CR,0.15,27.51
2021-11-24 10:41:22,CR,0.29,12.93
2021-11-24 10:41:24,CR,0.19,28.1
2021-11-24 10:41:24,MR,0.18,352.33
2021-11-24 10:41:26,US,0.17,171.56
2021-11-24 10:41:32,CR,0.3,14.18
2021-11-24 10:41:36,MR,0.15,465.43
2021-11-24 10:41:40,CT,0.17,741.07
2021-11-24 10:41:43,CT,0.16,461.0
2021-11-24 10:41:47,CR,0.31,12.8
2021-11-24 10:41:47,US,0.18,266.94
2021-11-24 10:41:48,MR,0.11,544.36
2021-11-24 10:41:50,MR,0.38,207.99
2021-11-24 10:41:54,CT,0.14,567.88
2021-11-24 10:41:54,US,0.16,161.0
2021-11-24 10:41:57,CR,0.3,9.36
2021-11-24 10:41:58,MR,0.12,551.53
2021-11-24 10:42:00,CR,0.15,29.84
